perturbation,n_cells,target_in_subset,diag_batch_js_divergence,diag_batch_n_batches_covered,diag_batch_status,diag_batch_stratum,diag_cellcycle_g2m_score_diff,diag_cellcycle_phase_chi2_p,diag_cellcycle_phase_shifted,diag_cellcycle_s_score_diff,diag_cellcycle_status,diag_kd_ctrl_norm_mean,diag_kd_pert_norm_mean,diag_kd_residual_ratio,diag_kd_stratum,diag_status
FIP1L1,21,False,0.4498339740981592,17,ok,high,-0.0350468542257145,0.0012620509210729,False,-0.0672625413659336,ok,,,,target_not_measured,kd_unmeasurable
FNBP4,160,False,0.0781329454871854,44,ok,medium,-0.0157302753894347,0.2206744271555292,False,0.0078809540823699,ok,,,,target_not_measured,kd_unmeasurable
FNTA,80,False,0.1234132505970981,41,ok,high,-0.0176817862186847,0.0174489148197938,False,-0.044069178770255,ok,,,,target_not_measured,kd_unmeasurable
FNTB,102,False,0.0613259339939916,47,ok,low,0.0128300368352098,0.7334359137029959,False,-0.0065478437180344,ok,,,,target_not_measured,kd_unmeasurable
FOLR3,304,False,0.0227876471115419,48,ok,low,0.0106219337223744,0.909358563202835,False,-0.007185275903255,ok,,,,target_not_measured,kd_unmeasurable
FOXD4,94,False,0.1131583378330802,42,ok,medium,-0.0198289959265756,0.8753413393437606,False,-0.0019678159476965,ok,,,,target_not_measured,kd_unmeasurable
FOXL2,164,False,0.0794901908135112,45,ok,medium,-0.0177542428741756,0.3695057228743851,False,0.0244745895795803,ok,,,,target_not_measured,kd_unmeasurable
FRG2,51,False,0.2291276100297366,31,ok,high,-0.0042845791991038,0.731731297791639,False,0.0064046415192204,ok,,,,target_not_measured,kd_unmeasurable
FTSJ3,207,False,0.0464831414325197,48,ok,low,-0.0416337685725053,0.0002601889789057,False,-0.0161009335065823,ok,,,,target_not_measured,kd_unmeasurable
FXN,174,False,0.0635157787810526,45,ok,low,-0.0327366315948442,0.1637013028023364,False,0.0202992938888282,ok,,,,target_not_measured,kd_unmeasurable
GAB2,674,False,0.0165132690920731,48,ok,low,0.0078673758559143,0.0009776445545287,False,0.0170388521309252,ok,,,,target_not_measured,kd_unmeasurable
GABPA,110,False,0.0992385309121302,44,ok,medium,-0.0012885788519006,0.9209588434983832,False,0.0117903850527676,ok,,,,target_not_measured,kd_unmeasurable
GAK,167,False,0.0521706948898035,48,ok,low,-0.0167661307219414,0.9717566176916964,False,-0.0060491258876188,ok,,,,target_not_measured,kd_unmeasurable
GAPDH,183,True,0.0487282056038268,46,ok,low,-0.0210454932135365,0.3863201036103351,False,0.0028411499382818,ok,22.583200929800324,9.188846063132129,0.4068885580788822,medium,full
GAR1,146,False,0.0919853168124888,44,ok,medium,-0.0037351410213439,0.6946143909481008,False,0.0006383101424812,ok,,,,target_not_measured,kd_unmeasurable
GARS,256,True,0.033073134287081,48,ok,low,-0.0007983331719738,0.4997440686062505,False,0.0081904999583855,ok,1.585849117526824,0.5684846419791636,0.3584733476194325,medium,full
GATA1,108,False,0.0829843157698422,44,ok,medium,-0.0112325526999208,5.916858076666355e-22,True,-0.048429278432468,ok,,,,target_not_measured,kd_unmeasurable
GBF1,161,False,0.0634302383699369,46,ok,low,-0.0729893363041824,2.473674463878129e-16,True,-0.0884065562824553,ok,,,,target_not_measured,kd_unmeasurable
GCOM1,62,False,0.2524487743770465,30,ok,high,-0.0074129280621968,0.3858126148355192,False,0.0306493154022691,ok,,,,target_not_measured,kd_unmeasurable
GEMIN4,81,False,0.1361392795294162,39,ok,high,-0.0601606374075134,0.0009152556208547,False,-0.0193747851191964,ok,,,,target_not_measured,kd_unmeasurable
GEMIN5,133,False,0.1136181312314685,44,ok,medium,-0.0152110739638097,4.113364375673106e-05,False,-0.0588066724178133,ok,,,,target_not_measured,kd_unmeasurable
GEMIN6,84,False,0.1472252943340455,38,ok,high,-0.0134135005876192,0.7709759504251036,False,0.0111222468245425,ok,,,,target_not_measured,kd_unmeasurable
GEMIN7,136,False,0.0852843769220872,44,ok,medium,-0.0157340912484421,0.2279391181630195,False,-0.0132612177805344,ok,,,,target_not_measured,kd_unmeasurable
GEMIN8,86,False,0.0889740126614404,45,ok,medium,-0.0291481184242748,0.0891842469877882,False,0.0156378697793321,ok,,,,target_not_measured,kd_unmeasurable
GET1,73,False,0.1734666405401796,37,ok,high,0.001325013748519,0.5228111194661771,False,-0.0002171549926694,ok,,,,target_not_measured,kd_unmeasurable
GET3,121,False,0.0850327937549361,44,ok,medium,-0.0216501729646361,0.1198306822011594,False,0.0031830422699577,ok,,,,target_not_measured,kd_unmeasurable
GFER,222,False,0.0483467551674381,47,ok,low,-0.0177573000980439,0.1123918393900052,False,-0.001019554912523,ok,,,,target_not_measured,kd_unmeasurable
GFM1,240,False,0.0398333090509657,47,ok,low,-0.014223075115543,0.3000018652067965,False,0.0093098259282032,ok,,,,target_not_measured,kd_unmeasurable
GGPS1,167,False,0.0686104805295882,45,ok,medium,0.0019824840894836,0.1788505401410902,False,-0.0027951260501936,ok,,,,target_not_measured,kd_unmeasurable
GINS1,186,False,0.0505894835459055,47,ok,low,0.0871588061996311,3.737745824979873e-20,True,-0.0447860066310642,ok,,,,target_not_measured,kd_unmeasurable
GINS2,148,False,0.0721444154570528,45,ok,medium,0.0626743276463253,3.7755397350973115e-11,True,-0.0521111371823429,ok,,,,target_not_measured,kd_unmeasurable
GINS3,100,False,0.1098035125559398,42,ok,medium,0.0466815158331902,0.0003722540649841,False,-0.023600719017505,ok,,,,target_not_measured,kd_unmeasurable
GINS4,60,False,0.194504908648709,34,ok,high,0.0400736649045235,0.0028583758422885,False,-0.0189433476498383,ok,,,,target_not_measured,kd_unmeasurable
GIT2,107,False,0.0962969456578036,44,ok,medium,0.0009686265931996,0.8272901361576945,False,-0.0088831402206732,ok,,,,target_not_measured,kd_unmeasurable
GJA3,73,False,0.1765961268350224,35,ok,high,-0.0316434529235357,0.3203731291548348,False,0.0203655519328922,ok,,,,target_not_measured,kd_unmeasurable
GLE1,57,False,0.2059073917230522,34,ok,high,-0.0504741062041606,4.100741026742539e-06,True,-0.085992697794505,ok,,,,target_not_measured,kd_unmeasurable
GLI4,156,False,0.0823581852826399,45,ok,medium,-0.0041149543381687,0.5774729959922442,False,-0.0119808185297614,ok,,,,target_not_measured,kd_unmeasurable
GLMN,79,False,0.168907445813754,37,ok,high,-0.008476495590392,0.6437967396993676,False,-0.010445439272986,ok,,,,target_not_measured,kd_unmeasurable
GLRX3,136,False,0.063239709679543,47,ok,low,-0.0169852625988832,0.6017533024712401,False,0.0078356087613772,ok,,,,target_not_measured,kd_unmeasurable
GLRX5,99,False,0.1315645724165026,41,ok,high,-0.0028037225375471,0.3990266829929133,False,-0.0028224149995555,ok,,,,target_not_measured,kd_unmeasurable
GMPPB,164,False,0.0414878279037962,48,ok,low,5.4362446556120714e-05,0.895230828229507,False,-0.0028988395259684,ok,,,,target_not_measured,kd_unmeasurable
GMPS,123,False,0.0810613944860493,44,ok,medium,-0.0309650201151918,0.0258120785500091,False,0.0440554746702916,ok,,,,target_not_measured,kd_unmeasurable
GNB1L,76,False,0.1803588769234083,36,ok,high,-0.0112189328230202,0.5087543733301753,False,0.018257636523916,ok,,,,target_not_measured,kd_unmeasurable
GNL2,351,True,0.0261971756846261,48,ok,low,-0.0704167996921573,1.1897793609574196e-27,True,-0.0668596401965278,ok,1.5174712431083448,0.1906078634641273,0.1256088801219663,strong,full
GNL3,38,False,0.2585725126298905,29,ok,high,-0.0997798176585465,0.0038767847358094,False,-0.0149593006155576,ok,,,,target_not_measured,kd_unmeasurable
GNL3L,69,False,0.1877681294206872,35,ok,high,-0.0222729279536648,0.0512592191924053,False,-0.0543190634046499,ok,,,,target_not_measured,kd_unmeasurable
GNPNAT1,112,False,0.118078404616297,40,ok,medium,0.0281411449424402,0.2284575053430857,False,0.0047232986519235,ok,,,,target_not_measured,kd_unmeasurable
GOLGA6L1,197,False,0.0540580191649991,46,ok,low,0.0096027628245151,0.7066445352559714,False,-0.0043387911829822,ok,,,,target_not_measured,kd_unmeasurable
GOLT1B,279,False,0.0297236738830204,48,ok,low,-0.0049718528892577,0.4052021736375959,False,-0.018938835015652,ok,,,,target_not_measured,kd_unmeasurable
GON4L,237,False,0.0423053068250916,48,ok,low,-0.0082460469092316,0.5520393398758254,False,0.0019572534843978,ok,,,,target_not_measured,kd_unmeasurable
GOSR2,84,False,0.1126337592107133,41,ok,medium,0.0017205977028569,0.3673902984548186,False,0.0050682410138282,ok,,,,target_not_measured,kd_unmeasurable
GPKOW,107,False,0.1047558008786878,42,ok,medium,-0.025497260268763,0.004477490991566,False,-0.0339079626256265,ok,,,,target_not_measured,kd_unmeasurable
GPN1,86,False,0.1347386813846241,40,ok,high,0.052567973421074,0.0037742646672067,False,-0.0416836765061329,ok,,,,target_not_measured,kd_unmeasurable
GPN2,44,False,0.2885067787537344,26,ok,high,0.0109860552634629,0.2233871496246825,False,-0.0408012783922323,ok,,,,target_not_measured,kd_unmeasurable
GPN3,276,True,0.0211975373665674,48,ok,low,0.0061322805550308,2.5369558227047545e-12,True,-0.0576766060384181,ok,0.830428304243518,0.0865200684469078,0.1041872826405208,strong,full
GPR61,112,False,0.1409541382082028,39,ok,high,0.0227575513174402,0.7652559245339305,False,-0.0064366735605764,ok,,,,target_not_measured,kd_unmeasurable
GPS1,431,False,0.0147780047148568,48,ok,low,0.0311986460236612,0.2079265692070727,False,0.0104638483532211,ok,,,,target_not_measured,kd_unmeasurable
GRB2,169,False,0.0441212274984548,46,ok,low,0.0185440974965452,0.0831138181259005,False,-0.0152465029696529,ok,,,,target_not_measured,kd_unmeasurable
GRPEL1,123,False,0.0828261744048044,44,ok,medium,-0.0271883744646227,0.0205982915010108,False,-0.0455324045078383,ok,,,,target_not_measured,kd_unmeasurable
GRSF1,172,False,0.0910764594209,43,ok,medium,-0.0255520935829376,0.0044695973387112,False,-0.0137100172078771,ok,,,,target_not_measured,kd_unmeasurable
GRWD1,189,False,0.0607941849449816,45,ok,low,0.0086105131229627,0.3123384660416142,False,-0.0104936433405368,ok,,,,target_not_measured,kd_unmeasurable
GSDMA,110,False,0.1134837752844584,42,ok,medium,0.0305197076870993,0.11191397759306,False,-0.0036541887517777,ok,,,,target_not_measured,kd_unmeasurable
GSPT1,108,False,0.1052833234307186,43,ok,medium,-0.1236289654128838,9.109722599697972e-15,True,-0.0568014446408013,ok,,,,target_not_measured,kd_unmeasurable
GTF2A1,113,False,0.0965408730135591,43,ok,medium,-0.0256185482432787,0.1627683992743142,False,0.0390171702374418,ok,,,,target_not_measured,kd_unmeasurable
GTF2A2,173,True,0.0697829981240905,47,ok,medium,-0.0438762040476247,0.0004116698630881,False,0.0203022903153215,ok,2.264950599492253,0.218662301960069,0.0965417532766886,strong,full
GTF2B,35,False,0.2732545834204809,27,ok,high,-0.0168715652923811,0.0432442954307303,False,-0.0827709080087907,ok,,,,target_not_measured,kd_unmeasurable
GTF2E1,181,False,0.0483863294929804,47,ok,low,0.009669706523483,0.4790235153263497,False,-0.0186451180016873,ok,,,,target_not_measured,kd_unmeasurable
GTF2E2,70,False,0.1407586292814784,40,ok,high,0.0011948771161902,0.0214313128428162,False,-0.0474654242530764,ok,,,,target_not_measured,kd_unmeasurable
GTF2F1,41,False,0.2739810174502105,28,ok,high,0.0283900448044829,0.1626011366183029,False,0.0189598719869583,ok,,,,target_not_measured,kd_unmeasurable
GTF2F2,59,False,0.186897470258233,34,ok,high,0.0540059359022919,0.0458274657000149,False,-0.0251494475046745,ok,,,,target_not_measured,kd_unmeasurable
GTF2H1,434,False,0.0191646634830201,48,ok,low,0.0090090828755269,5.0415136320384455e-05,False,-0.0363096969139981,ok,,,,target_not_measured,kd_unmeasurable
GTF2H2,156,False,0.0708806500700412,45,ok,medium,0.0258634177642671,0.0128069857454834,False,-0.0224052429301268,ok,,,,target_not_measured,kd_unmeasurable
GTF2H2C,126,False,0.1318415926927118,39,ok,high,-0.0057366284770637,0.7414082321761359,False,-0.0186731955595844,ok,,,,target_not_measured,kd_unmeasurable
GTF2H3,76,False,0.1738315970730214,35,ok,high,0.0205514614384271,0.5082430302832285,False,-0.003589018126084,ok,,,,target_not_measured,kd_unmeasurable
GTF2H4,115,False,0.0901249009071947,45,ok,medium,0.0303651695779293,0.0531787680390295,False,-0.0298543839866789,ok,,,,target_not_measured,kd_unmeasurable
GTF3A,88,False,0.0757032781075605,45,ok,medium,-0.0214103001354006,0.6733378477745571,False,-0.0012090437365505,ok,,,,target_not_measured,kd_unmeasurable
GTF3C1,160,False,0.0564580455743231,46,ok,low,0.0019483414811902,0.0566505571003869,False,-0.006500014427005,ok,,,,target_not_measured,kd_unmeasurable
GTF3C2,114,False,0.0910657411104606,44,ok,medium,0.0356869570282955,0.5234919640850175,False,-0.0067755425278383,ok,,,,target_not_measured,kd_unmeasurable
GTF3C3,132,False,0.052656558623108,47,ok,low,-0.0339763807419915,0.0172381584728564,False,0.0249971703395858,ok,,,,target_not_measured,kd_unmeasurable
GTF3C4,129,False,0.0635271737713778,46,ok,low,0.0225823727036321,0.5376657252090234,False,-0.0180731300456678,ok,,,,target_not_measured,kd_unmeasurable
GTF3C5,166,False,0.0563417990474276,46,ok,low,-0.0172101809782675,0.8891608152430244,False,-0.0041003553932219,ok,,,,target_not_measured,kd_unmeasurable
GTF3C6,243,True,0.04242716183665,48,ok,low,-0.0113916841693652,0.948567980343402,False,-0.0069326034747519,ok,2.057472764806082,0.1945935290274592,0.0945789088225426,strong,full
GTPBP4,71,False,0.210395185317342,33,ok,high,-0.0487135709849365,0.0858608762183532,False,-0.0162408806907022,ok,,,,target_not_measured,kd_unmeasurable
GUCD1,279,False,0.0457488631907961,48,ok,low,-0.024155971159867,9.574173096437304e-17,True,-0.0818811105353652,ok,,,,target_not_measured,kd_unmeasurable
GUK1,118,False,0.0726418973785122,45,ok,medium,0.0032693019590716,0.9323865938418652,False,0.0073317605919356,ok,,,,target_not_measured,kd_unmeasurable
H2AFX,139,False,0.1057520751340501,43,ok,medium,0.0170013705584924,0.1164820630913252,False,-0.0194429820031381,ok,,,,target_not_measured,kd_unmeasurable
H2AFZ,106,False,0.0862694401672856,43,ok,medium,-0.0159693147279606,0.1042697618918359,False,0.0414175989750232,ok,,,,target_not_measured,kd_unmeasurable
H3F3A,237,True,0.0465738338066198,47,ok,low,-0.0143266654068477,0.2384978843320402,False,0.0062643329335962,ok,17.07788947388082,5.665670812280297,0.3317547417639316,medium,full
HAMP,33,False,0.2725586777695742,26,ok,high,0.0215930853846751,0.4235296698115652,False,-0.0269230684217777,ok,,,,target_not_measured,kd_unmeasurable
HAPLN2,121,False,0.0946018949173189,44,ok,medium,0.0437182992742067,0.0135460844924762,False,-0.0148468697498769,ok,,,,target_not_measured,kd_unmeasurable
HARS,289,False,0.0316811044552428,48,ok,low,-0.0193624015589654,8.788021199141363e-12,True,-0.0353429098668233,ok,,,,target_not_measured,kd_unmeasurable
HARS2,62,False,0.1970466289590636,34,ok,high,-0.034146047158971,0.9427197742229688,False,0.0217761510764626,ok,,,,target_not_measured,kd_unmeasurable
HAUS1,53,False,0.223369420430816,32,ok,high,0.0144790606116619,0.2257476080915929,False,-0.0478877029643163,ok,,,,target_not_measured,kd_unmeasurable
HAUS3,164,False,0.0600319464305717,45,ok,low,0.0248778788849707,0.1390159679620045,False,-0.0062237925686514,ok,,,,target_not_measured,kd_unmeasurable
HAUS4,189,False,0.0460510268731771,47,ok,low,0.0117815845277246,8.206104280550944e-06,True,-0.0655693064611717,ok,,,,target_not_measured,kd_unmeasurable
HAUS5,160,False,0.0592436522288432,45,ok,low,0.0245791945124402,0.0042061350485489,False,-0.04145730137888,ok,,,,target_not_measured,kd_unmeasurable
HAUS6,33,False,0.3191195363672563,24,ok,high,-0.0236505628425976,0.2205205784655314,False,-0.0201181259387474,ok,,,,target_not_measured,kd_unmeasurable
HAUS7,239,False,0.0406164514044929,47,ok,low,-0.0143170881679938,0.5505374420384206,False,-0.0006465647600699,ok,,,,target_not_measured,kd_unmeasurable
HAUS8,122,False,0.0777294088170207,46,ok,medium,0.0546648494053705,0.0041803653250906,False,-0.0340449924818001,ok,,,,target_not_measured,kd_unmeasurable
HBS1L,143,False,0.0429947748515607,47,ok,low,-0.059290075903502,6.460227944671939e-10,True,-0.0606358852161833,ok,,,,target_not_measured,kd_unmeasurable
HCFC1,55,False,0.2220570441422088,32,ok,high,0.0017042370634629,0.1957640154521953,False,0.0167267838691313,ok,,,,target_not_measured,kd_unmeasurable
HCRTR1,116,False,0.1108851195543476,42,ok,medium,0.0271883314611902,0.1199469023488497,False,-0.0180123027514016,ok,,,,target_not_measured,kd_unmeasurable
HDAC3,60,False,0.1967017297371731,35,ok,high,-0.0297868315354764,0.5026215226697803,False,0.0017849120754949,ok,,,,target_not_measured,kd_unmeasurable
HDAC7,171,False,0.0491884496396343,48,ok,low,0.0180474413374183,0.0783360383951091,False,0.0353915228212844,ok,,,,target_not_measured,kd_unmeasurable
HEATR1,234,True,0.0441123548745801,47,ok,low,-0.0526109593762029,9.031677434976923e-08,True,-0.0450748390534794,ok,1.0925205355153431,0.0700340953698185,0.0641032301848526,strong,full
HECTD1,130,False,0.0886453788722962,45,ok,medium,0.0324250400581902,0.4503624918630698,False,0.0109197450220334,ok,,,,target_not_measured,kd_unmeasurable
HGS,99,False,0.1145228465023018,43,ok,medium,-0.0821979313021935,8.375801212311458e-07,True,-0.0401151284010707,ok,,,,target_not_measured,kd_unmeasurable
HINFP,160,False,0.0641201756129415,48,ok,medium,-0.0107771391700597,0.259735142357587,False,-0.008765665588505,ok,,,,target_not_measured,kd_unmeasurable
HIRA,341,True,0.031482867347587,48,ok,low,0.0062917524435216,0.6021834433011657,False,-0.0145474714939185,ok,0.6661573768463313,0.3307706172816334,0.4965352464421261,medium,full
HIST1H2AB,97,False,0.095991997363855,44,ok,medium,0.0052585393166026,0.0884358172153625,False,0.0082346074560104,ok,,,,target_not_measured,kd_unmeasurable
HIST1H2AE,123,False,0.1100788076310269,43,ok,medium,-0.0034801591621837,0.8657160355070999,False,-0.0062466280253993,ok,,,,target_not_measured,kd_unmeasurable
HIST1H2AI,56,False,0.1813635443768975,35,ok,high,0.0210067907183331,0.0891504995941523,False,0.0352105683947806,ok,,,,target_not_measured,kd_unmeasurable
HIST1H2BB,135,False,0.0830128453602247,45,ok,medium,0.0053004910273013,0.902725564811904,False,0.0061810284380875,ok,,,,target_not_measured,kd_unmeasurable
HIST1H2BC,64,False,0.1601179394264903,37,ok,high,0.0222372318174402,0.7953711012393831,False,-0.02138711354513,ok,,,,target_not_measured,kd_unmeasurable
HIST1H2BE,55,False,0.2090651593311387,33,ok,high,0.0044225350689175,0.8881901215165239,False,0.0089100898909494,ok,,,,target_not_measured,kd_unmeasurable
HIST1H2BJ,43,False,0.2607296892003375,29,ok,high,0.0036839073617716,0.2897710978232279,False,0.0262469552754949,ok,,,,target_not_measured,kd_unmeasurable
HIST1H2BL,204,False,0.0603416879713898,46,ok,low,-0.0008785918285646,0.5850217463344856,False,-0.0002276592430344,ok,,,,target_not_measured,kd_unmeasurable
HIST1H2BM,156,False,0.063533293972132,46,ok,medium,-0.0236479143024635,0.2696670989300078,False,0.0072683426569692,ok,,,,target_not_measured,kd_unmeasurable
HIST1H2BN,107,False,0.0985962357329479,43,ok,medium,0.0193031561773117,0.2349944980559616,False,-0.0124822403225424,ok,,,,target_not_measured,kd_unmeasurable
HIST2H2AA3,67,False,0.185954536030179,36,ok,high,-0.0092278176723172,0.6732917074884659,False,0.0072260409472859,ok,,,,target_not_measured,kd_unmeasurable
